recno,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g_mag,e_g_mag,r_mag,e_r_mag,i_mag,e_i_mag
39349833,114.539598,-69.578485,0.899,0.674,20162734,3,14,0.801,0.054,15.759,0.043,16.56,0.033,16.031,0.019,15.521,0.062,15.44,0.054
39349834,114.5395,-69.596993,0.317,0.112,20162735,6,30,1.084,0.04,12.906,0.027,13.99,0.029,13.381,0.011,12.554,0.046,12.165,0.23
39349835,114.568705,-69.594475,0.58,0.343,20162735,6,29,1.0,0.065,14.887,0.034,15.887,0.055,15.293,0.019,14.546,0.056,14.202,0.216
39349836,114.576147,-69.561455,0.938,0.686,20162735,6,20,0.773,0.215,15.752,0.065,16.525,0.204,16.076,0.038,15.504,0.061,15.147,0.46
39349837,114.496717,-69.562215,1.182,1.048,20162734,3,6,0.826,0.338,16.841,0.165,17.667,0.295,,,,,,
39349838,114.50597,-69.576925,1.071,1.12,20162735,3,8,,,,,,,17.255,0.113,15.962,0.029,14.921,0.615
39349839,114.592275,-69.547731,1.057,1.033,20162735,5,21,0.814,0.122,16.276,0.063,17.09,0.105,16.638,0.018,16.038,0.061,15.366,0.0
39349840,114.805452,-69.561125,0.411,0.403,20162735,7,27,1.136,0.028,14.171,0.024,15.308,0.015,14.687,0.012,13.851,0.044,13.578,0.12
39349841,114.749978,-69.539057,0.43,0.575,20162735,7,22,0.764,0.159,15.941,0.095,16.705,0.128,16.24,0.067,15.794,0.043,15.304,0.871
39349842,114.777664,-69.546375,0.635,0.773,20162735,5,17,1.055,0.057,15.791,0.052,16.847,0.023,16.25,0.073,15.524,0.056,15.208,0.048
39349843,114.784438,-69.531395,0.608,0.481,20162735,7,24,0.998,0.051,14.892,0.021,15.89,0.046,15.377,0.033,14.569,0.055,14.208,0.114
39349844,114.790224,-69.55592,0.72,0.609,20162735,2,4,0.564,0.107,16.9,0.0,17.465,0.107,17.206,0.0,16.599,0.0,,
39349850,114.72166,-69.529455,0.904,0.557,20162735,8,33,1.053,0.099,15.154,0.021,16.207,0.097,15.552,0.078,14.748,0.043,14.388,0.245
39349851,114.72894,-69.513854,0.681,0.548,20162735,7,30,1.122,0.122,15.298,0.045,16.42,0.114,15.763,0.047,14.967,0.058,14.575,0.282
39349852,114.78622,-69.522786,0.5,0.596,20162735,7,33,0.779,0.068,15.105,0.039,15.884,0.055,15.394,0.044,14.861,0.065,14.713,0.071
39349853,114.800298,-69.499802,0.706,0.778,20162735,6,15,0.693,0.165,16.132,0.086,16.825,0.141,16.367,0.069,15.87,0.091,15.676,0.257
39349854,114.64661,-69.511031,0.481,0.656,20162735,7,34,0.745,0.083,14.993,0.06,15.738,0.058,15.292,0.033,14.729,0.047,14.519,0.255
39349855,114.66144,-69.528874,1.001,0.623,20162735,3,14,1.227,0.122,16.181,0.068,17.408,0.102,16.754,0.042,15.96,0.083,15.593,0.2
39349856,114.681153,-69.501748,1.368,0.846,20162735,4,7,,,,,17.257,0.0,16.767,0.053,16.24,0.081,,
39349857,114.69843,-69.515793,0.421,0.223,20162735,8,38,0.812,0.04,13.646,0.027,14.459,0.03,13.987,0.023,13.425,0.056,13.178,0.219
39349858,114.766425,-69.488878,0.496,1.265,20162735,2,4,,,,,,,17.254,0.073,16.87,0.071,,
39349861,114.789407,-69.48117,0.44,0.189,20162735,8,33,0.731,0.037,13.973,0.03,14.704,0.022,14.278,0.032,13.785,0.044,13.623,0.108
39349950,114.403332,-69.575831,0.254,0.694,20162734,2,3,1.062,0.0,16.967,0.0,18.029,0.0,,,,,16.192,0.152
39349951,114.442032,-69.540647,1.278,0.455,20162734,2,6,0.756,0.239,16.18,0.09,16.937,0.222,16.401,0.0,15.855,0.0,,
39349952,114.280906,-69.562779,0.899,0.822,20162734,4,19,0.786,0.101,15.682,0.092,16.468,0.041,15.983,0.018,15.434,0.025,15.177,0.159
39349953,114.41689,-69.542279,0.337,0.111,20162735,6,28,0.334,0.71,10.858,0.484,11.192,0.519,11.032,0.52,10.841,0.511,10.722,0.527
39349954,114.463304,-69.54092,0.362,0.194,20162735,6,30,0.51,0.107,14.131,0.078,14.641,0.074,14.299,0.056,14.018,0.085,13.898,0.23
39349955,114.494187,-69.540544,0.502,0.421,20162735,6,29,0.605,0.059,14.7,0.025,15.305,0.054,14.936,0.016,14.511,0.056,14.362,0.271
39349956,114.564763,-69.519158,1.23,0.754,20162734,2,7,0.859,0.0,16.768,0.0,17.627,0.0,17.299,0.06,16.655,0.326,16.104,0.0
39349957,114.58366,-69.498702,0.765,0.985,20162735,6,32,0.91,0.176,15.851,0.092,16.761,0.15,16.184,0.065,15.569,0.096,15.229,0.241
39349958,114.60134,-69.51841,0.63,0.479,20162735,7,34,0.657,0.099,14.719,0.057,15.376,0.081,14.96,0.022,14.518,0.06,14.292,0.184
39349959,114.447586,-69.509203,1.019,0.969,20162734,3,12,0.735,0.065,16.305,0.063,17.04,0.013,16.565,0.025,16.123,0.058,16.042,0.093
39349960,114.504579,-69.515657,0.682,0.39,20162735,7,31,0.79,0.062,15.148,0.011,15.938,0.061,15.463,0.034,14.907,0.085,14.664,0.127
39349961,114.5441,-69.477925,0.63,0.908,20162734,6,21,0.851,0.049,13.796,0.027,14.647,0.042,14.165,0.103,13.48,0.017,13.282,0.256
39349962,114.52704,-69.483184,0.584,0.539,20162735,7,33,0.546,0.078,14.172,0.047,14.718,0.062,14.374,0.028,14.041,0.061,13.88,0.191
39349963,114.261853,-69.543383,0.422,0.422,20162734,5,25,0.957,0.109,15.097,0.058,16.054,0.093,15.514,0.033,14.761,0.041,14.471,0.125
39349964,114.353344,-69.508704,0.65,0.591,20162734,5,31,0.676,0.058,15.072,0.05,15.749,0.03,15.348,0.011,14.842,0.044,14.617,0.147
39349965,114.247351,-69.508215,0.904,0.374,20162734,2,6,1.08,0.041,16.433,0.0,17.512,0.041,16.879,0.0,16.058,0.0,15.87,0.0
39349966,114.422066,-69.484331,1.048,1.048,20132687,2,4,,,,,,,17.594,0.08,16.223,0.0,15.083,0.046
39349967,114.44151,-69.496722,0.596,0.501,20162735,7,30,1.157,0.087,15.135,0.075,16.292,0.044,15.661,0.021,14.686,0.089,14.294,0.175
39349968,114.465408,-69.477209,0.335,0.154,20162735,7,36,0.898,0.061,13.375,0.041,14.273,0.046,13.761,0.016,13.105,0.06,12.834,0.162
39349969,114.432156,-69.459284,0.672,0.387,20162735,7,43,0.657,0.101,14.419,0.09,15.076,0.046,14.663,0.013,14.234,0.067,14.048,0.139
39349970,114.623574,-69.490367,0.841,0.449,20162734,2,6,1.069,0.0,16.201,0.0,17.269,0.0,16.765,0.12,15.869,0.166,,
39349971,114.656885,-69.471715,0.77,1.912,20162735,2,7,1.077,0.11,15.704,0.061,16.781,0.092,16.318,0.017,15.42,0.0,15.211,0.0
39349972,114.658674,-69.471536,0.228,0.183,20162735,2,2,,,,,16.932,0.0,,,15.518,0.043,,
39349973,114.704148,-69.467212,0.878,0.594,20162735,5,14,1.051,0.076,15.856,0.074,16.907,0.016,16.316,0.063,15.472,0.028,15.162,0.184
39349974,114.58608,-69.467522,0.79,0.681,20162735,6,20,1.249,0.142,15.461,0.101,16.71,0.1,16.089,0.039,14.833,0.071,14.203,0.195
39349975,114.636896,-69.448698,0.434,0.141,20162735,6,25,1.23,0.044,11.951,0.037,13.18,0.024,12.51,0.022,11.537,0.065,11.088,0.228
39349976,114.701037,-69.434382,0.428,0.405,20162735,7,33,0.766,0.068,14.312,0.035,15.078,0.059,14.625,0.022,14.114,0.067,13.87,0.26
39349983,114.566978,-69.44503,0.858,1.222,20162734,2,10,0.965,0.036,16.492,0.036,17.457,0.0,16.833,0.072,16.188,0.152,,
39349984,114.553073,-69.456819,0.737,0.72,20162735,7,31,0.94,0.06,15.147,0.053,16.087,0.027,15.559,0.041,14.859,0.042,14.646,0.203
39349985,114.629785,-69.425429,0.57,0.304,20162735,6,25,0.787,0.08,14.349,0.033,15.136,0.073,14.68,0.018,14.172,0.06,13.877,0.245
39349986,114.573243,-69.429373,0.917,0.576,20162735,6,19,0.874,0.166,15.246,0.023,16.119,0.164,15.537,0.028,15.01,0.035,14.769,0.246
39349987,114.577673,-69.414817,0.52,0.17,20162735,6,32,0.736,0.05,13.591,0.033,14.327,0.038,13.867,0.025,13.388,0.042,13.155,0.219
39349988,114.723545,-69.417096,0.548,0.331,20162735,7,33,0.405,0.049,14.315,0.034,14.719,0.035,14.422,0.026,14.267,0.062,14.145,0.317
39349993,114.226006,-69.505856,0.865,0.787,20162734,6,28,0.969,0.104,15.958,0.062,16.927,0.083,16.318,0.099,15.567,0.063,15.2,0.061
39349994,114.284586,-69.473921,0.544,0.086,20162734,6,34,1.083,0.081,10.866,0.077,11.948,0.026,11.331,0.017,10.492,0.038,10.16,0.069
39349995,114.328205,-69.467642,0.718,0.599,20162734,4,14,0.853,0.086,15.771,0.076,16.624,0.041,16.09,0.038,15.578,0.061,15.294,0.093
39349996,114.265942,-69.442043,0.309,0.098,20162734,5,26,1.56,0.064,12.288,0.062,13.848,0.018,13.012,0.033,11.694,0.043,10.99,0.105
39349997,114.289726,-69.435753,0.75,0.427,20162734,5,29,0.584,0.106,14.725,0.091,15.309,0.055,14.928,0.017,14.53,0.04,14.38,0.137
39349998,114.313815,-69.446556,0.814,0.489,20162734,4,19,0.645,0.154,15.352,0.136,15.997,0.073,15.563,0.032,15.161,0.072,14.984,0.201
39349999,114.340141,-69.447559,0.775,0.547,20162734,5,24,0.711,0.059,14.857,0.057,15.568,0.014,15.15,0.027,14.665,0.062,14.442,0.167
39350000,114.361669,-69.45359,0.683,0.284,20162735,7,43,0.803,0.074,14.489,0.061,15.291,0.041,14.819,0.02,14.248,0.062,13.994,0.117
39350001,114.366096,-69.445787,0.364,0.28,20162735,6,36,0.701,0.06,14.394,0.051,15.095,0.032,14.663,0.018,14.194,0.052,13.922,0.16
39350002,114.202337,-69.434049,0.771,0.659,20162734,5,36,0.671,0.111,15.196,0.077,15.867,0.08,15.455,0.036,15.014,0.055,14.788,0.15
39350003,114.302978,-69.400624,1.06,0.828,20162734,3,12,0.899,0.244,16.634,0.158,17.532,0.187,16.788,0.081,16.122,0.095,,
39350004,114.355946,-69.399708,0.813,1.136,20162734,4,25,1.137,0.185,15.725,0.031,16.861,0.183,16.189,0.02,15.24,0.028,14.832,0.243
39350005,114.378563,-69.35874,0.647,0.168,20162735,6,41,0.727,0.072,13.588,0.063,14.315,0.036,13.864,0.024,13.351,0.043,13.106,0.145
39350006,114.589937,-69.367482,0.946,0.557,20162735,4,12,0.828,0.187,16.169,0.071,16.997,0.173,16.512,0.016,15.897,0.066,15.157,0.528
39350007,114.601163,-69.387462,0.767,0.419,20162735,5,24,0.777,0.126,15.264,0.11,16.041,0.062,15.555,0.019,14.962,0.082,14.802,0.077
39350008,114.468708,-69.388016,0.871,0.502,20162735,6,29,0.942,0.036,14.881,0.022,15.823,0.029,15.297,0.039,14.594,0.052,14.301,0.208
39350009,114.500827,-69.365932,0.869,0.506,20162735,6,28,1.076,0.093,15.164,0.059,16.24,0.071,15.603,0.027,14.823,0.051,14.435,0.197
39350017,114.435336,-69.341945,0.631,0.843,20162735,6,21,0.889,0.12,15.66,0.071,16.55,0.097,16.105,0.058,15.367,0.06,15.099,0.127
39350140,113.440925,-69.615742,0.172,0.083,20162734,5,25,0.672,0.035,12.06,0.028,12.732,0.021,12.326,0.015,11.846,0.025,11.667,0.046
39350141,113.458218,-69.600912,0.831,1.105,20162734,4,18,0.804,0.135,15.958,0.084,16.762,0.106,16.268,0.044,15.686,0.041,15.585,0.211
39350143,113.443498,-69.591811,0.151,0.141,20162734,5,25,0.628,0.041,13.433,0.024,14.061,0.033,13.676,0.025,13.226,0.025,13.03,0.039
39350144,113.456757,-69.569547,0.262,0.108,20162734,5,30,1.379,0.047,12.78,0.038,14.159,0.028,13.408,0.019,12.292,0.03,11.788,0.055
39350145,113.484961,-69.584799,0.448,0.358,20162734,5,35,0.886,0.048,14.682,0.023,15.568,0.043,15.025,0.027,14.385,0.028,14.133,0.047
39350200,113.584695,-69.576433,0.714,0.901,20162734,4,20,0.662,0.105,15.238,0.076,15.9,0.072,15.419,0.033,15.002,0.085,14.815,0.139
39350201,113.502897,-69.566704,0.786,1.405,20162734,2,6,1.169,0.127,16.491,0.0,17.66,0.127,17.117,0.068,15.993,0.101,,
39350202,113.508802,-69.548641,1.094,0.934,20162734,3,11,1.185,0.083,16.412,0.062,17.597,0.056,17.048,0.14,16.061,0.111,15.414,0.0
39350203,113.671588,-69.537886,0.47,0.138,20162734,5,35,0.82,0.041,13.575,0.027,14.394,0.031,13.899,0.016,13.318,0.019,13.11,0.043
39350204,113.695559,-69.503557,0.341,0.195,20162734,6,41,1.003,0.058,13.999,0.055,15.002,0.019,14.428,0.019,13.614,0.043,13.23,0.024
39350205,113.691855,-69.495076,0.556,1.15,20162734,2,6,0.732,0.113,16.594,0.0,17.326,0.113,16.816,0.0,16.106,0.0,15.405,0.094
39350206,113.725766,-69.504685,1.328,0.229,20162734,2,5,0.816,0.0,16.739,0.0,17.555,0.0,17.138,0.0,16.465,0.0,15.673,0.147
39350207,113.554628,-69.525082,0.183,0.119,20162734,6,35,0.603,0.039,13.036,0.032,13.638,0.022,13.274,0.017,12.849,0.029,12.683,0.036
39350208,113.56369,-69.503696,1.013,0.742,20162734,5,22,0.941,0.152,15.629,0.058,16.57,0.14,15.997,0.039,15.382,0.037,15.149,0.215
39350209,113.589005,-69.506472,1.4,1.519,20162734,2,3,1.124,0.119,16.258,0.0,17.382,0.119,,,15.832,0.0,,
39350210,113.590151,-69.50708,0.969,0.723,20162734,3,12,0.966,0.157,16.09,0.118,17.056,0.103,16.533,0.055,15.729,0.028,15.447,0.0
39350211,113.435889,-69.536443,0.941,1.621,20162734,2,6,0.91,0.366,16.926,0.325,17.835,0.168,17.316,0.0,16.688,0.0,,
39350212,113.436134,-69.536587,1.001,0.814,20162734,2,8,1.184,0.142,16.63,0.0,17.814,0.142,17.254,0.075,16.657,0.205,16.183,0.11
39350213,113.44981,-69.514375,0.601,0.483,20162734,6,28,0.735,0.048,15.168,0.042,15.902,0.023,15.483,0.03,14.968,0.049,14.752,0.067
39350214,113.543439,-69.480238,0.864,1.013,20162734,4,11,0.934,0.123,16.275,0.118,17.209,0.034,16.696,0.108,16.102,0.082,15.657,0.146
39350215,113.550029,-69.471676,0.168,0.136,20162734,6,31,0.387,0.05,13.171,0.045,13.557,0.022,13.299,0.013,13.104,0.038,13.073,0.045
39350216,113.684427,-69.461175,0.598,0.493,20162734,6,34,0.938,0.07,15.003,0.047,15.94,0.052,15.416,0.025,14.625,0.062,14.339,0.091
39350217,113.66406,-69.45208,0.577,0.32,20162734,5,24,0.704,0.058,14.595,0.035,15.299,0.046,14.873,0.024,14.349,0.076,14.173,0.036
39350218,113.667802,-69.440078,0.697,0.455,20162734,4,19,0.868,0.107,15.316,0.08,16.184,0.071,15.678,0.032,15.012,0.027,14.72,0.075
39350219,113.712408,-69.442788,0.518,0.095,20162734,5,36,1.307,0.068,12.373,0.064,13.68,0.025,12.959,0.025,11.88,0.041,11.396,0.034
39350220,113.804224,-69.499263,0.275,0.143,20162734,6,41,0.805,0.066,13.921,0.048,14.726,0.045,14.259,0.013,13.656,0.047,13.368,0.032
39350221,113.907038,-69.46457,0.765,0.51,20162734,6,37,0.772,0.069,15.243,0.058,16.015,0.038,15.524,0.063,14.981,0.047,14.748,0.056
39350222,113.769618,-69.468841,0.993,0.776,20162734,3,14,0.819,0.271,16.318,0.228,17.136,0.146,16.631,0.083,15.985,0.031,15.612,0.215
39350223,113.908048,-69.428684,1.236,1.127,20162734,3,7,1.042,0.229,16.438,0.227,17.48,0.028,16.756,0.0,16.114,0.0,15.501,0.119
39350224,113.959652,-69.446219,0.539,0.793,20162734,2,5,0.813,0.0,15.926,0.0,16.739,0.0,16.292,0.0,15.729,0.0,15.68,0.139
39350225,113.988174,-69.453238,0.272,0.149,20162734,5,26,0.623,0.055,13.613,0.043,14.235,0.034,13.858,0.022,13.428,0.03,13.249,0.057
39350226,114.057825,-69.413979,0.688,0.701,20162734,3,19,0.767,0.068,15.991,0.066,16.758,0.014,16.318,0.013,15.805,0.006,15.763,0.233
39350227,113.956185,-69.432935,1.04,0.651,20162734,2,4,0.676,0.138,16.826,0.0,17.502,0.138,17.099,0.0,16.483,0.0,,
39350228,113.976473,-69.405205,0.59,0.318,20162734,5,34,0.916,0.088,14.63,0.076,15.545,0.044,14.992,0.017,14.286,0.025,13.983,0.067
39350229,113.979035,-69.41607,0.48,0.19,20162734,5,36,0.736,0.047,13.338,0.039,14.075,0.027,13.636,0.03,13.117,0.048,12.916,0.057
39350230,113.809416,-69.45195,0.826,0.837,20162734,4,13,0.77,0.055,15.857,0.021,16.627,0.051,16.037,0.068,15.526,0.092,15.26,0.018
39350231,113.809299,-69.424724,0.498,0.105,20162734,5,36,1.341,0.066,12.093,0.064,13.434,0.019,12.701,0.027,11.591,0.035,11.116,0.036
39350232,113.746023,-69.441198,0.311,1.5,20162734,2,3,,,,,16.942,0.0,16.486,0.039,15.968,0.0,,
39350233,113.942182,-69.368557,0.503,0.081,20162734,5,36,0.48,0.061,12.087,0.059,12.567,0.015,12.243,0.032,11.946,0.036,11.825,0.058
39350234,113.979391,-69.357511,0.406,0.091,20162734,5,36,0.538,0.059,12.807,0.049,13.344,0.033,13.005,0.017,12.647,0.044,12.505,0.056
39350236,113.441892,-69.482181,0.79,1.043,20162734,3,8,0.843,0.126,16.592,0.0,17.435,0.126,16.837,0.07,16.327,0.03,,
39350239,113.562035,-69.444153,0.628,0.73,20162734,3,9,0.856,0.098,16.264,0.0,17.12,0.098,16.665,0.0,16.073,0.019,15.741,0.0
39350240,113.578361,-69.435291,1.404,0.766,20162734,2,6,0.973,0.0,16.58,0.0,17.552,0.0,17.156,0.049,16.583,0.123,,
39350241,113.614726,-69.443076,0.526,0.151,20162734,5,41,1.747,0.205,12.543,0.13,14.29,0.159,13.31,0.166,11.818,0.14,10.172,0.101
39350242,113.612419,-69.421078,0.112,0.462,20162734,2,4,,,14.782,0.0,,,,,14.52,0.0,14.475,0.174
39350243,113.663997,-69.423497,0.643,0.752,20162734,4,27,0.643,0.117,15.701,0.098,16.344,0.063,15.941,0.014,15.448,0.054,15.307,0.04
39350244,113.563663,-69.424828,0.951,0.381,20162734,3,7,,,,,,,17.094,0.075,16.286,0.014,15.984,0.333
39350245,113.609655,-69.420644,1.022,0.981,20162734,3,5,,,,,15.007,0.0,14.609,0.0,,,14.007,0.248
39350246,113.609716,-69.415913,0.428,0.171,20162734,5,31,0.69,0.06,12.089,0.056,12.78,0.022,12.362,0.018,11.869,0.038,11.654,0.047
39350247,113.630349,-69.384024,1.024,0.815,20162734,3,8,1.188,0.022,16.191,0.0,17.38,0.022,16.651,0.057,15.943,0.085,15.686,0.0
39350248,113.631311,-69.413338,0.488,0.145,20162734,5,31,0.794,0.08,13.642,0.069,14.437,0.04,13.964,0.021,13.358,0.052,13.1,0.042
39350258,113.608008,-69.380162,0.75,1.385,20162734,2,6,0.671,0.388,16.745,0.367,17.416,0.125,16.988,0.0,16.292,0.0,16.33,0.0
39350260,113.758754,-69.386496,0.517,0.247,20162734,5,27,1.171,0.061,13.971,0.053,15.142,0.03,14.509,0.019,13.595,0.048,13.197,0.048
39350261,113.775171,-69.393273,0.702,1.104,20162734,4,15,0.908,0.0,15.961,0.0,16.869,0.0,16.387,0.009,15.636,0.034,15.317,0.079
39350262,113.781917,-69.3873,0.704,0.659,20162734,5,34,0.788,0.092,15.099,0.085,15.886,0.035,15.417,0.024,14.869,0.072,14.689,0.103
39350263,113.807248,-69.389736,0.672,0.597,20162734,5,33,0.727,0.047,14.54,0.03,15.266,0.036,14.833,0.038,14.322,0.031,14.061,0.03
39350264,113.678528,-69.395613,0.751,0.699,20162734,5,24,0.825,0.071,15.117,0.067,15.943,0.023,15.444,0.03,14.914,0.05,14.738,0.056
39350265,113.719827,-69.36871,0.536,1.084,20162734,3,9,0.82,0.074,16.008,0.0,16.828,0.074,16.428,0.063,15.769,0.044,15.335,0.0
39350266,113.721363,-69.358365,1.252,0.696,20162734,2,4,0.868,0.196,16.845,0.114,17.713,0.16,17.349,0.0,,,,
39350267,113.723576,-69.357997,1.051,0.652,20162734,2,6,0.909,0.011,16.763,0.0,17.672,0.011,17.187,0.066,16.482,0.026,,
39350270,113.910871,-69.323325,0.699,0.245,20162734,5,34,0.697,0.101,14.562,0.078,15.259,0.065,14.82,0.027,14.339,0.03,14.092,0.035
39350436,114.097445,-69.399573,0.565,0.545,20162734,4,21,0.865,0.067,15.01,0.043,15.875,0.052,15.37,0.054,14.699,0.051,14.384,0.095
39350437,114.103678,-69.415997,0.983,0.866,20162734,3,25,0.993,0.064,16.07,0.055,17.064,0.032,16.415,0.021,15.681,0.069,15.176,0.051
39350438,114.120412,-69.416149,1.355,1.229,20162734,2,4,,,,,,,16.846,0.031,16.226,0.037,,
39350439,114.124422,-69.401117,0.844,0.717,20162734,3,20,0.91,0.034,15.912,0.022,16.821,0.026,16.281,0.04,15.556,0.078,15.132,0.107
39350440,114.173444,-69.399877,0.797,0.784,20162734,3,24,0.657,0.057,15.707,0.054,16.365,0.02,15.927,0.014,15.411,0.055,15.154,0.0
39350441,114.208838,-69.366034,1.058,0.991,20162734,2,4,,,,,,,17.017,0.055,16.411,0.038,,
39350442,114.063579,-69.374161,0.993,0.683,20162734,2,14,0.91,0.076,16.119,0.011,17.03,0.075,16.537,0.092,15.981,0.042,15.585,0.0
39350443,114.126416,-69.370267,0.814,0.63,20162734,5,25,0.758,0.099,15.512,0.083,16.271,0.054,15.808,0.045,15.217,0.065,14.784,0.037
39350444,114.18277,-69.366048,0.378,0.319,20162734,5,26,0.562,0.062,14.273,0.049,14.836,0.038,14.469,0.019,14.059,0.03,13.879,0.102
39350445,114.257197,-69.359776,0.741,0.803,20162734,4,20,0.597,0.125,16.229,0.082,16.826,0.094,16.484,0.043,15.929,0.106,15.564,0.0
39350446,114.290772,-69.360211,0.544,0.238,20162734,5,36,0.884,0.081,14.241,0.072,15.125,0.037,14.579,0.029,13.918,0.032,13.592,0.162
39350447,114.310016,-69.32856,0.85,0.802,20162734,4,15,0.995,0.28,15.939,0.078,16.934,0.269,16.377,0.038,15.513,0.031,15.054,0.352
39350448,114.37947,-69.327208,1.0,0.67,20162734,5,23,1.024,0.104,15.706,0.058,16.73,0.086,16.118,0.042,15.433,0.112,14.797,0.191
39350449,114.260585,-69.310794,0.629,0.118,20162734,5,37,0.797,0.069,13.307,0.065,14.104,0.024,13.632,0.01,13.02,0.032,12.708,0.177
39350450,114.315792,-69.311757,0.585,0.237,20162734,5,35,0.572,0.066,13.867,0.055,14.438,0.037,14.089,0.014,13.702,0.053,13.447,0.217
39350452,114.132417,-69.330572,0.746,0.899,20162734,4,26,0.693,0.101,16.068,0.062,16.761,0.08,16.331,0.037,15.772,0.02,15.406,0.121
39350453,114.094275,-69.330594,1.299,1.123,20162734,3,8,0.569,0.133,16.486,0.0,17.055,0.133,16.669,0.0,16.229,0.182,15.992,0.238
39350454,114.192362,-69.302128,0.359,0.13,20162734,5,30,0.629,0.053,13.269,0.045,13.899,0.026,13.521,0.014,13.074,0.031,12.869,0.112
39350485,114.023423,-69.315296,0.438,0.263,20162734,5,30,0.748,0.052,14.109,0.05,14.858,0.013,14.408,0.027,13.901,0.038,13.639,0.058
39350486,114.08344,-69.302534,0.921,0.759,20162734,4,16,0.974,0.017,15.855,0.013,16.829,0.011,16.303,0.09,15.606,0.069,15.316,0.164
